
RCP6.0_WITH SUPPLEMENTARY EXTENSION SCP6.0to4.5__MIDYEAR__CONCENTRATIONS____________________________
CONTENT:           CMIP5 RECOMMENDATIONS FOR ANNUAL AVERAGE, GLOBAL MEAN CONCENTRATIONS.
RUN:               RCP6-SCP6to45, FINAL RELEASE, 30 May 2010
RCP6.0 CONTACT:    AIM group, Toshihiko Masui (masui@nies.go.jp) & Kenichi Matsumoto (matsumoto.kenichi@nies.go.jp)
DATE:              30/5/2010 01:02:33
MAGICC-VERSION:    6.3.09, 25 November 2009
FILE PRODUCED BY:  RCP Concentration Calculation & Data Group, M. Meinshausen, S. Smith, K. Riahi, D. van Vuuren et al.
DOCUMENTATION:     M. Meinshausen, S. Smith et al. "The RCP GHG concentrations and their extension from 1765 to 2500", in prep., Climatic Change.
CMIP5 INFO:        http://cmip-pcmdi.llnl.gov/cmip5/
RCP DATABASE:      http://www.iiasa.ac.at/web-apps/tnt/RcpDb
FURTHER INFO:      For data sources, aknowledgements and further information, see http://www.pik-potsdam.de/~mmalte/rcps
NOTE:              RCP6 starts 2005; 20th century data and earlier is provided for convenience; supplementary extension beyond 2100 to match RCP4.5 levels by 2250.

COLUMN_DESCRIPTION________________________________________
1. CO2EQ            - CO2 equivalence concentrations using CO2 radiative forcing relationship Q = 3.71/ln(2)*ln(C/278), aggregating all anthropogenic forcings, including greenhouse gases listed below (i.e. columns 3,4,5 and 8-35), and aerosols, trop. ozone etc. (not listed below).
2. KYOTO-CO2EQ      - As column 1, but only aggregating greenhouse gases controlled under the Kyoto Protocol (columns 3,4,5 and 8-19).
3. CO2              - Atmospheric CO2 concentrations
4. CH4              - Atmospheric CH4 concentrations
5. N2O              - Atmospheric N2O concentrations
6. FGASSUMHFC134AEQ - All flourinated gases controlled under the Kyoto Protocol, i.e. HFCs, PFCs, and SF6 (columns 8-19) expressed as HFC134a equivalence concentrations.
7. MHALOSUMCFC12EQ  - All flourinated gases controlled under the Montreal Protocol, i.e. CFCs, HCFCs, Halons, CCl4, CH3Br, CH3Cl (columns 20-35) expressed as CFC-12 equivalence concentrations.
8. - 19.            - Flourinated Gases controlled under the Kyoto Protocol
20. - 35.           - Ozone Depleting Substances controlled under the Montreal Protocol


 &THISFILE_SPECIFICATIONS
 THISFILE_DATACOLUMNS    =          35,
 THISFILE_FIRSTYEAR      =        1765,
 THISFILE_LASTYEAR       =        2500,
 THISFILE_ANNUALSTEPS    =           1,
 THISFILE_FIRSTDATAROW   =          40,
 THISFILE_UNITS          =  SEE ROW 38,
 THISFILE_DATTYPE        =  RCPDAT
/

   COLUMN:                   1                   2                   3                   4                   5                   6                   7                   8                   9                  10                  11                  12                  13                  14                  15                  16                  17                  18                  19                  20                  21                  22                  23                  24                  25                  26                  27                  28                  29                  30                  31                  32                  33                  34                  35                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
      2339      0.58648655E+03      0.63764077E+03      0.54298708E+03      0.15417069E+04      0.37949239E+03      0.74778812E+03      0.12888206E+03      0.25733274E+03      0.15641528E+02      0.31878533E+00      0.17948149E+02      0.42622539E+02      0.36926257E+01      0.15785068E+02      0.27662565E+03      0.28176858E+02      0.12236871E+00      0.20552856E+02      0.50526672E+02      0.85578513E+01      0.97030037E+02      0.97341967E+01      0.93080722E+01      0.82563538E+01      0.11643131E+00      0.41898150E-20      0.95702368E-01      0.18062202E+00      0.65041121E-01      0.25356277E-02      0.13776114E-37      0.33857888E+00      0.38973742E-03      0.57185504E+01      0.53802891E+03
      2340      0.58648655E+03      0.63764077E+03      0.54298708E+03      0.15417069E+04      0.37949239E+03      0.74778812E+03      0.12888206E+03      0.25733274E+03      0.15641528E+02      0.31878533E+00      0.17948149E+02      0.42622539E+02      0.36926257E+01      0.15785068E+02      0.27662565E+03      0.28176858E+02      0.12236871E+00      0.20552856E+02      0.50526672E+02      0.85578513E+01      0.97030037E+02      0.97341967E+01      0.93080722E+01      0.82563538E+01      0.11643131E+00      0.41898150E-20      0.95702368E-01      0.18062202E+00      0.65041121E-01      0.25356277E-02      0.13776114E-37      0.33857888E+00      0.38973742E-03      0.57185504E+01      0.53802891E+03
      2341      0.58648655E+03      0.63764077E+03      0.54298708E+03      0.15417069E+04      0.37949239E+03      0.74778812E+03      0.12888206E+03      0.25733274E+03      0.15641528E+02      0.31878533E+00      0.17948149E+02      0.42622539E+02      0.36926257E+01      0.15785068E+02      0.27662565E+03      0.28176858E+02      0.12236871E+00      0.20552856E+02      0.50526672E+02      0.85578513E+01      0.97030037E+02      0.97341967E+01      0.93080722E+01      0.82563538E+01      0.11643131E+00      0.41898150E-20      0.95702368E-01      0.18062202E+00      0.65041121E-01      0.25356277E-02      0.13776114E-37      0.33857888E+00      0.38973742E-03      0.57185504E+01      0.53802891E+03
      2342      0.58648655E+03      0.63764077E+03      0.54298708E+03      0.15417069E+04      0.37949239E+03      0.74778812E+03      0.12888206E+03      0.25733274E+03      0.15641528E+02      0.31878533E+00      0.17948149E+02      0.42622539E+02      0.36926257E+01      0.15785068E+02      0.27662565E+03      0.28176858E+02      0.12236871E+00      0.20552856E+02      0.50526672E+02      0.85578513E+01      0.97030037E+02      0.97341967E+01      0.93080722E+01      0.82563538E+01      0.11643131E+00      0.41898150E-20      0.95702368E-01      0.18062202E+00      0.65041121E-01      0.25356277E-02      0.13776114E-37      0.33857888E+00      0.38973742E-03      0.57185504E+01      0.53802891E+03
      2343      0.58648655E+03      0.63764077E+03      0.54298708E+03      0.15417069E+04      0.37949239E+03      0.74778812E+03      0.12888206E+03      0.25733274E+03      0.15641528E+02      0.31878533E+00      0.17948149E+02      0.42622539E+02      0.36926257E+01      0.15785068E+02      0.27662565E+03      0.28176858E+02      0.12236871E+00      0.20552856E+02      0.50526672E+02      0.85578513E+01      0.97030037E+02      0.97341967E+01      0.93080722E+01      0.82563538E+01      0.11643131E+00      0.41898150E-20      0.95702368E-01      0.18062202E+00      0.65041121E-01      0.25356277E-02      0.13776114E-37      0.33857888E+00      0.38973742E-03      0.57185504E+01      0.53802891E+03
      2344      0.58648655E+03      0.63764077E+03      0.54298708E+03      0.15417069E+04      0.37949239E+03      0.74778812E+03      0.12888206E+03      0.25733274E+03      0.15641528E+02      0.31878533E+00      0.17948149E+02      0.42622539E+02      0.36926257E+01      0.15785068E+02      0.27662565E+03      0.28176858E+02      0.12236871E+00      0.20552856E+02      0.50526672E+02      0.85578513E+01      0.97030037E+02      0.97341967E+01      0.93080722E+01      0.82563538E+01      0.11643131E+00      0.41898150E-20      0.95702368E-01      0.18062202E+00      0.65041121E-01      0.25356277E-02      0.13776114E-37      0.33857888E+00      0.38973742E-03      0.57185504E+01      0.53802891E+03
      2345      0.58648655E+03      0.63764077E+03      0.54298708E+03      0.15417069E+04      0.37949239E+03      0.74778812E+03      0.12888206E+03      0.25733274E+03      0.15641528E+02      0.31878533E+00      0.17948149E+02      0.42622539E+02      0.36926257E+01      0.15785068E+02      0.27662565E+03      0.28176858E+02      0.12236871E+00      0.20552856E+02      0.50526672E+02      0.85578513E+01      0.97030037E+02      0.97341967E+01      0.93080722E+01      0.82563538E+01      0.11643131E+00      0.41898150E-20      0.95702368E-01      0.18062202E+00      0.65041121E-01      0.25356277E-02      0.13776114E-37      0.33857888E+00      0.38973742E-03      0.57185504E+01      0.53802891E+03
      2346      0.58648655E+03      0.63764077E+03      0.54298708E+03      0.15417069E+04      0.37949239E+03      0.74778812E+03      0.12888206E+03      0.25733274E+03      0.15641528E+02      0.31878533E+00      0.17948149E+02      0.42622539E+02      0.36926257E+01      0.15785068E+02      0.27662565E+03      0.28176858E+02      0.12236871E+00      0.20552856E+02      0.50526672E+02      0.85578513E+01      0.97030037E+02      0.97341967E+01      0.93080722E+01      0.82563538E+01      0.11643131E+00      0.41898150E-20      0.95702368E-01      0.18062202E+00      0.65041121E-01      0.25356277E-02      0.13776114E-37      0.33857888E+00      0.38973742E-03      0.57185504E+01      0.53802891E+03
      2347      0.58648655E+03      0.63764077E+03      0.54298708E+03      0.15417069E+04      0.37949239E+03      0.74778812E+03      0.12888206E+03      0.25733274E+03      0.15641528E+02      0.31878533E+00      0.17948149E+02      0.42622539E+02      0.36926257E+01      0.15785068E+02      0.27662565E+03      0.28176858E+02      0.12236871E+00      0.20552856E+02      0.50526672E+02      0.85578513E+01      0.97030037E+02      0.97341967E+01      0.93080722E+01      0.82563538E+01      0.11643131E+00      0.41898150E-20      0.95702368E-01      0.18062202E+00      0.65041121E-01      0.25356277E-02      0.13776114E-37      0.33857888E+00      0.38973742E-03      0.57185504E+01      0.53802891E+03
      2348      0.58648655E+03      0.63764077E+03      0.54298708E+03      0.15417069E+04      0.37949239E+03      0.74778812E+03      0.12888206E+03      0.25733274E+03      0.15641528E+02      0.31878533E+00      0.17948149E+02      0.42622539E+02      0.36926257E+01      0.15785068E+02      0.27662565E+03      0.28176858E+02      0.12236871E+00      0.20552856E+02      0.50526672E+02      0.85578513E+01      0.97030037E+02      0.97341967E+01      0.93080722E+01      0.82563538E+01      0.11643131E+00      0.41898150E-20      0.95702368E-01      0.18062202E+00      0.65041121E-01      0.25356277E-02      0.13776114E-37      0.33857888E+00      0.38973742E-03      0.57185504E+01      0.53802891E+03
      2349      0.58648655E+03      0.63764077E+03      0.54298708E+03      0.15417069E+04      0.37949239E+03      0.74778812E+03      0.12888206E+03      0.25733274E+03      0.15641528E+02      0.31878533E+00      0.17948149E+02      0.42622539E+02      0.36926257E+01      0.15785068E+02      0.27662565E+03      0.28176858E+02      0.12236871E+00      0.20552856E+02      0.50526672E+02      0.85578513E+01      0.97030037E+02      0.97341967E+01      0.93080722E+01      0.82563538E+01      0.11643131E+00      0.41898150E-20      0.95702368E-01      0.18062202E+00      0.65041121E-01      0.25356277E-02      0.13776114E-37      0.33857888E+00      0.38973742E-03      0.57185504E+01      0.53802891E+03
      2350      0.58648655E+03      0.63764077E+03      0.54298708E+03      0.15417069E+04      0.37949239E+03      0.74778812E+03      0.12888206E+03      0.25733274E+03      0.15641528E+02      0.31878533E+00      0.17948149E+02      0.42622539E+02      0.36926257E+01      0.15785068E+02      0.27662565E+03      0.28176858E+02      0.12236871E+00      0.20552856E+02      0.50526672E+02      0.85578513E+01      0.97030037E+02      0.97341967E+01      0.93080722E+01      0.82563538E+01      0.11643131E+00      0.41898150E-20      0.95702368E-01      0.18062202E+00      0.65041121E-01      0.25356277E-02      0.13776114E-37      0.33857888E+00      0.38973742E-03      0.57185504E+01      0.53802891E+03
      2351      0.58648655E+03      0.63764077E+03      0.54298708E+03      0.15417069E+04      0.37949239E+03      0.74778812E+03      0.12888206E+03      0.25733274E+03      0.15641528E+02      0.31878533E+00      0.17948149E+02      0.42622539E+02      0.36926257E+01      0.15785068E+02      0.27662565E+03      0.28176858E+02      0.12236871E+00      0.20552856E+02      0.50526672E+02      0.85578513E+01      0.97030037E+02      0.97341967E+01      0.93080722E+01      0.82563538E+01      0.11643131E+00      0.41898150E-20      0.95702368E-01      0.18062202E+00      0.65041121E-01      0.25356277E-02      0.13776114E-37      0.33857888E+00      0.38973742E-03      0.57185504E+01      0.53802891E+03
      2352      0.58648655E+03      0.63764077E+03      0.54298708E+03      0.15417069E+04      0.37949239E+03      0.74778812E+03      0.12888206E+03      0.25733274E+03      0.15641528E+02      0.31878533E+00      0.17948149E+02      0.42622539E+02      0.36926257E+01      0.15785068E+02      0.27662565E+03      0.28176858E+02      0.12236871E+00      0.20552856E+02      0.50526672E+02      0.85578513E+01      0.97030037E+02      0.97341967E+01      0.93080722E+01      0.82563538E+01      0.11643131E+00      0.41898150E-20      0.95702368E-01      0.18062202E+00      0.65041121E-01      0.25356277E-02      0.13776114E-37      0.33857888E+00      0.38973742E-03      0.57185504E+01      0.53802891E+03
      2353      0.58648655E+03      0.63764077E+03      0.54298708E+03      0.15417069E+04      0.37949239E+03      0.74778812E+03      0.12888206E+03      0.25733274E+03      0.15641528E+02      0.31878533E+00      0.17948149E+02      0.42622539E+02      0.36926257E+01      0.15785068E+02      0.27662565E+03      0.28176858E+02      0.12236871E+00      0.20552856E+02      0.50526672E+02      0.85578513E+01      0.97030037E+02      0.97341967E+01      0.93080722E+01      0.82563538E+01      0.11643131E+00      0.41898150E-20      0.95702368E-01      0.18062202E+00      0.65041121E-01      0.25356277E-02      0.13776114E-37      0.33857888E+00      0.38973742E-03      0.57185504E+01      0.53802891E+03
      2354      0.58648655E+03      0.63764077E+03      0.54298708E+03      0.15417069E+04      0.37949239E+03      0.74778812E+03      0.12888206E+03      0.25733274E+03      0.15641528E+02      0.31878533E+00      0.17948149E+02      0.42622539E+02      0.36926257E+01      0.15785068E+02      0.27662565E+03      0.28176858E+02      0.12236871E+00      0.20552856E+02      0.50526672E+02      0.85578513E+01      0.97030037E+02      0.97341967E+01      0.93080722E+01      0.82563538E+01      0.11643131E+00      0.41898150E-20      0.95702368E-01      0.18062202E+00      0.65041121E-01      0.25356277E-02      0.13776114E-37      0.33857888E+00      0.38973742E-03      0.57185504E+01      0.53802891E+03
      2355      0.58648655E+03      0.63764077E+03      0.54298708E+03      0.15417069E+04      0.37949239E+03      0.74778812E+03      0.12888206E+03      0.25733274E+03      0.15641528E+02      0.31878533E+00      0.17948149E+02      0.42622539E+02      0.36926257E+01      0.15785068E+02      0.27662565E+03      0.28176858E+02      0.12236871E+00      0.20552856E+02      0.50526672E+02      0.85578513E+01      0.97030037E+02      0.97341967E+01      0.93080722E+01      0.82563538E+01      0.11643131E+00      0.41898150E-20      0.95702368E-01      0.18062202E+00      0.65041121E-01      0.25356277E-02      0.13776114E-37      0.33857888E+00      0.38973742E-03      0.57185504E+01      0.53802891E+03
      2356      0.58648655E+03      0.63764077E+03      0.54298708E+03      0.15417069E+04      0.37949239E+03      0.74778812E+03      0.12888206E+03      0.25733274E+03      0.15641528E+02      0.31878533E+00      0.17948149E+02      0.42622539E+02      0.36926257E+01      0.15785068E+02      0.27662565E+03      0.28176858E+02      0.12236871E+00      0.20552856E+02      0.50526672E+02      0.85578513E+01      0.97030037E+02      0.97341967E+01      0.93080722E+01      0.82563538E+01      0.11643131E+00      0.41898150E-20      0.95702368E-01      0.18062202E+00      0.65041121E-01      0.25356277E-02      0.13776114E-37      0.33857888E+00      0.38973742E-03      0.57185504E+01      0.53802891E+03
      2357      0.58648655E+03      0.63764077E+03      0.54298708E+03      0.15417069E+04      0.37949239E+03      0.74778812E+03      0.12888206E+03      0.25733274E+03      0.15641528E+02      0.31878533E+00      0.17948149E+02      0.42622539E+02      0.36926257E+01      0.15785068E+02      0.27662565E+03      0.28176858E+02      0.12236871E+00      0.20552856E+02      0.50526672E+02      0.85578513E+01      0.97030037E+02      0.97341967E+01      0.93080722E+01      0.82563538E+01      0.11643131E+00      0.41898150E-20      0.95702368E-01      0.18062202E+00      0.65041121E-01      0.25356277E-02      0.13776114E-37      0.33857888E+00      0.38973742E-03      0.57185504E+01      0.53802891E+03
      2358      0.58648655E+03      0.63764077E+03      0.54298708E+03      0.15417069E+04      0.37949239E+03      0.74778812E+03      0.12888206E+03      0.25733274E+03      0.15641528E+02      0.31878533E+00      0.17948149E+02      0.42622539E+02      0.36926257E+01      0.15785068E+02      0.27662565E+03      0.28176858E+02      0.12236871E+00      0.20552856E+02      0.50526672E+02      0.85578513E+01      0.97030037E+02      0.97341967E+01      0.93080722E+01      0.82563538E+01      0.11643131E+00      0.41898150E-20      0.95702368E-01      0.18062202E+00      0.65041121E-01      0.25356277E-02      0.13776114E-37      0.33857888E+00      0.38973742E-03      0.57185504E+01      0.53802891E+03
      2359      0.58648655E+03      0.63764077E+03      0.54298708E+03      0.15417069E+04      0.37949239E+03      0.74778812E+03      0.12888206E+03      0.25733274E+03      0.15641528E+02      0.31878533E+00      0.17948149E+02      0.42622539E+02      0.36926257E+01      0.15785068E+02      0.27662565E+03      0.28176858E+02      0.12236871E+00      0.20552856E+02      0.50526672E+02      0.85578513E+01      0.97030037E+02      0.97341967E+01      0.93080722E+01      0.82563538E+01      0.11643131E+00      0.41898150E-20      0.95702368E-01      0.18062202E+00      0.65041121E-01      0.25356277E-02      0.13776114E-37      0.33857888E+00      0.38973742E-03      0.57185504E+01      0.53802891E+03
      2360      0.58648655E+03      0.63764077E+03      0.54298708E+03      0.15417069E+04      0.37949239E+03      0.74778812E+03      0.12888206E+03      0.25733274E+03      0.15641528E+02      0.31878533E+00      0.17948149E+02      0.42622539E+02      0.36926257E+01      0.15785068E+02      0.27662565E+03      0.28176858E+02      0.12236871E+00      0.20552856E+02      0.50526672E+02      0.85578513E+01      0.97030037E+02      0.97341967E+01      0.93080722E+01      0.82563538E+01      0.11643131E+00      0.41898150E-20      0.95702368E-01      0.18062202E+00      0.65041121E-01      0.25356277E-02      0.13776114E-37      0.33857888E+00      0.38973742E-03      0.57185504E+01      0.53802891E+03
      2361      0.58648655E+03      0.63764077E+03      0.54298708E+03      0.15417069E+04      0.37949239E+03      0.74778812E+03      0.12888206E+03      0.25733274E+03      0.15641528E+02      0.31878533E+00      0.17948149E+02      0.42622539E+02      0.36926257E+01      0.15785068E+02      0.27662565E+03      0.28176858E+02      0.12236871E+00      0.20552856E+02      0.50526672E+02      0.85578513E+01      0.97030037E+02      0.97341967E+01      0.93080722E+01      0.82563538E+01      0.11643131E+00      0.41898150E-20      0.95702368E-01      0.18062202E+00      0.65041121E-01      0.25356277E-02      0.13776114E-37      0.33857888E+00      0.38973742E-03      0.57185504E+01      0.53802891E+03
      2362      0.58648655E+03      0.63764077E+03      0.54298708E+03      0.15417069E+04      0.37949239E+03      0.74778812E+03      0.12888206E+03      0.25733274E+03      0.15641528E+02      0.31878533E+00      0.17948149E+02      0.42622539E+02      0.36926257E+01      0.15785068E+02      0.27662565E+03      0.28176858E+02      0.12236871E+00      0.20552856E+02      0.50526672E+02      0.85578513E+01      0.97030037E+02      0.97341967E+01      0.93080722E+01      0.82563538E+01      0.11643131E+00      0.41898150E-20      0.95702368E-01      0.18062202E+00      0.65041121E-01      0.25356277E-02      0.13776114E-37      0.33857888E+00      0.38973742E-03      0.57185504E+01      0.53802891E+03
      2363      0.58648655E+03      0.63764077E+03      0.54298708E+03      0.15417069E+04      0.37949239E+03      0.74778812E+03      0.12888206E+03      0.25733274E+03      0.15641528E+02      0.31878533E+00      0.17948149E+02      0.42622539E+02      0.36926257E+01      0.15785068E+02      0.27662565E+03      0.28176858E+02      0.12236871E+00      0.20552856E+02      0.50526672E+02      0.85578513E+01      0.97030037E+02      0.97341967E+01      0.93080722E+01      0.82563538E+01      0.11643131E+00      0.41898150E-20      0.95702368E-01      0.18062202E+00      0.65041121E-01      0.25356277E-02      0.13776114E-37      0.33857888E+00      0.38973742E-03      0.57185504E+01      0.53802891E+03
